ticket_id,customer_id,order_id,ticket_date,issue_type,priority,resolution_time,resolved_flag
T009616,C02085,O030909,2025-02-23 22:49:52,Product Quality,Low,40.8,1
T009617,C05376,O017165,2025-11-15 11:39:39,Payment,Medium,13.8,1
T009618,C02856,O017766,2025-06-07 22:07:44,Cancellation,Low,13.3,1
T009619,C05661,O046685,2025-04-14 05:59:08,Product Quality,Low,12.5,1
T009620,C05345,O030900,2025-09-11 05:07:41,Delivery,Low,7.0,1
T009621,C05790,O016221,2025-12-24 13:26:58,Product Quality,Low,12.7,1
T009622,C06678,O012625,2025-11-16 22:15:04,Delivery,Low,20.1,1
T009623,C06442,O050832,2025-06-23 14:52:05,Return,Medium,3.2,1
T009624,C08550,O010653,2025-03-17 22:36:23,Delivery,Medium,12.5,1
T009625,C09799,O028042,2025-12-03 17:01:39,Delivery,Medium,14.4,1
T009626,C05198,O026833,2025-12-15 12:59:41,Delivery,Low,6.8,1
T009627,C01405,O054376,2025-08-21 15:12:53,Cancellation,High,17.1,1
T009628,C08216,O034353,2025-01-11 10:40:43,Product Quality,Low,10.3,1
T009629,C01155,O045414,2025-12-06 22:27:37,Other,Low,20.7,1
T009630,C02621,O026518,2025-07-15 14:03:50,Payment,Medium,6.6,1
T009631,C06821,O053552,2025-04-24 22:31:42,Return,Low,6.4,1
T009632,C06429,O054141,2025-05-08 23:36:05,Delivery,High,7.5,1
T009633,C05070,O027819,2025-12-01 19:08:49,Delivery,Low,31.8,1
T009634,C07839,O014661,2025-04-18 15:14:28,Other,Medium,5.0,1
T009635,C05670,O037427,2025-09-18 07:21:26,Return,Low,18.4,1
T009636,C07263,O000595,2025-06-05 18:03:07,Product Quality,Medium,1.9,1
T009637,C03016,O013949,2025-11-18 09:07:19,Delivery,Medium,3.8,1
T009638,C02215,O026536,2025-07-23 16:32:06,Delivery,Medium,15.8,1
T009639,C07066,O017014,2025-06-18 19:09:16,Delivery,Low,24.3,0
T009640,C09132,O053105,2025-09-17 03:49:57,Cancellation,Medium,16.8,1
T009641,C00968,O003763,2025-01-25 12:38:44,Product Quality,Low,16.1,0
T009642,C04177,O042674,2025-12-09 01:56:19,Product Quality,Medium,15.0,1
T009643,C09508,O008523,2025-10-23 09:19:01,Product Quality,Medium,23.4,1
T009644,C09381,O022310,2025-09-09 19:46:43,Delivery,Medium,15.9,1
T009645,C03920,O004243,2025-11-22 12:38:44,Payment,Medium,18.8,1
T009646,C09738,O004323,2025-09-25 23:11:33,Product Quality,Low,14.1,1
T009647,C09681,O027714,2025-08-16 08:24:32,Return,Medium,22.4,1
T009648,C05846,O000033,2025-03-31 05:57:49,Return,Low,31.6,1
T009649,C00299,O031087,2025-12-15 07:14:44,Delivery,Medium,20.5,1
T009650,C05889,O007859,2025-01-17 02:17:39,Return,Low,3.6,1
T009651,C02847,O045267,2025-03-15 14:56:11,Payment,Medium,58.3,1
T009652,C03112,O028867,2025-06-21 05:26:24,Delivery,Low,13.9,1
T009653,C04212,O013334,2025-08-25 02:25:22,Cancellation,Medium,9.2,0
T009654,C03142,O002428,2025-12-10 07:47:38,Cancellation,Low,37.4,1
T009655,C04186,O017267,2025-11-12 04:37:43,Cancellation,Low,15.6,1
T009656,C08333,O005970,2025-03-13 18:01:25,Return,High,4.8,1
T009657,C04475,O051917,2025-06-29 01:50:52,Product Quality,High,16.3,1
T009658,C09764,O014184,2025-05-06 20:24:57,Cancellation,High,11.3,1
T009659,C07102,O048007,2025-01-13 22:04:36,Product Quality,Low,20.4,1
T009660,C01965,O049287,2025-10-13 02:32:31,Product Quality,Low,8.0,1
T009661,C09905,O014974,2025-06-20 00:45:34,Delivery,Low,38.2,1
T009662,C07500,O009022,2025-07-24 12:27:14,Product Quality,Medium,9.2,1
T009663,C08980,O052059,2025-09-05 11:31:58,Product Quality,Medium,20.4,1
T009664,C01871,O023700,2025-09-08 00:08:18,Delivery,Medium,1.9,1
T009665,C05206,O019239,2025-07-22 17:49:21,Product Quality,Low,9.7,1
T009666,C08286,O027974,2025-07-12 13:14:53,Payment,Low,20.6,1
T009667,C03750,O042405,2025-11-20 12:13:05,Delivery,Medium,13.4,1
T009668,C09868,O040936,2025-09-01 22:19:23,Other,Medium,12.7,1
T009669,C07736,O013886,2025-05-18 13:05:30,Cancellation,Low,6.4,1
T009670,C03340,O033453,2025-05-20 20:44:05,Return,Medium,10.8,0
T009671,C08689,O008575,2025-06-20 16:33:56,Delivery,Medium,15.1,1
T009672,C09897,O027707,2025-04-18 13:59:59,Other,Medium,26.6,1
T009673,C00362,O010328,2025-02-05 20:22:22,Delivery,Low,21.6,1
T009674,C06388,O013566,2025-11-08 18:34:13,Other,Medium,25.8,1
T009675,C02338,O026463,2025-04-05 03:22:41,Cancellation,Medium,17.5,1
T009676,C04493,O028987,2025-09-13 21:42:01,Return,Low,14.4,1
T009677,C04517,O052078,2025-04-09 22:25:00,Return,Medium,52.1,1
T009678,C09151,O017734,2025-12-25 19:43:49,Delivery,Medium,25.3,1
T009679,C08883,O022211,2025-11-05 06:21:33,Delivery,High,15.4,1
T009680,C07018,O022357,2025-09-14 05:43:38,Payment,Low,1.8,1
T009681,C02894,O030545,2025-03-22 17:58:48,Delivery,Medium,40.4,1
T009682,C05628,O046866,2025-06-20 07:05:30,Return,Medium,8.3,1
T009683,C02185,O030091,2025-06-25 23:44:01,Return,High,0.5,1
T009684,C03610,O018514,2025-02-02 21:49:34,Delivery,Medium,18.8,1
T009685,C09494,O008755,2025-02-18 21:00:43,Cancellation,High,17.9,1
T009686,C08721,O018845,2025-10-08 09:20:58,Delivery,Medium,9.7,1
T009687,C03706,O018613,2025-05-05 06:26:36,Delivery,Medium,41.7,1
T009688,C04058,O037570,2025-11-19 01:04:20,Product Quality,Low,13.1,1
T009689,C00627,O033573,2025-10-08 20:13:53,Other,High,14.6,1
T009690,C06744,O043083,2025-02-18 03:39:23,Return,Medium,7.6,1
T009691,C05516,O020780,2025-10-10 19:09:07,Delivery,Medium,29.0,1
T009692,C08821,O011612,2025-12-18 02:24:25,Payment,Medium,8.5,1
T009693,C00607,O010539,2025-11-05 08:11:15,Cancellation,Medium,21.6,1
T009694,C01645,O012388,2025-01-16 19:48:24,Delivery,Medium,1.3,0
T009695,C09437,O010964,2025-01-13 16:13:11,Delivery,Low,35.2,1
T009696,C07393,O054989,2025-01-12 11:39:06,Product Quality,Medium,18.6,1
T009697,C00809,O040649,2025-09-09 18:38:38,Other,Medium,24.3,1
T009698,C02638,O025691,2025-02-22 18:23:00,Cancellation,High,31.3,1
T009699,C01434,O013578,2025-05-09 14:42:34,Delivery,Medium,14.6,1
T009700,C03333,O001247,2025-12-16 08:33:18,Delivery,Medium,31.5,1
T009701,C02332,O035714,2025-11-03 19:20:29,Return,Low,14.1,1
T009702,C08778,O012529,2025-10-18 17:33:10,Return,Medium,5.9,1
T009703,C07043,O047813,2025-05-02 04:43:00,Cancellation,Medium,4.7,1
T009704,C08415,O052849,2025-04-27 06:17:01,Cancellation,Low,13.9,1
T009705,C02817,O043715,2025-10-02 06:12:07,Delivery,Low,37.5,1
T009706,C09543,O050427,2025-09-08 08:45:29,Delivery,Medium,0.8,0
T009707,C05509,O007399,2025-04-07 21:00:00,Other,Low,10.4,1
T009708,C02317,O023126,2025-08-22 10:47:14,Product Quality,Medium,14.2,1
T009709,C07612,O049456,2025-01-20 11:31:02,Delivery,Medium,3.5,0
T009710,C09891,O049341,2025-07-26 10:51:15,Cancellation,Medium,8.0,1
T009711,C05148,O041109,2025-08-03 14:16:59,Payment,Medium,9.7,1
T009712,C03464,O017299,2025-04-21 22:24:27,Delivery,Low,14.7,1
T009713,C07484,O034181,2025-11-15 22:57:52,Product Quality,Medium,43.8,1
T009714,C07472,O014122,2025-12-28 04:57:44,Cancellation,Medium,14.8,1
T009715,C09354,O009734,2025-08-12 20:26:40,Delivery,Medium,15.7,1
T009716,C06690,O052036,2025-09-11 15:06:16,Product Quality,Low,9.4,1
T009717,C03183,O005303,2025-05-07 18:49:24,Cancellation,Low,8.7,1
T009718,C06618,O050654,2025-08-02 08:53:05,Cancellation,Medium,6.8,1
T009719,C05408,O027971,2025-10-11 23:20:06,Product Quality,Medium,11.7,1
T009720,C07207,O047064,2025-01-31 00:53:00,Cancellation,Medium,9.0,1
T009721,C07919,O046199,2025-09-22 09:24:22,Delivery,Medium,0.5,1
T009722,C08459,O054374,2025-11-13 04:56:40,Return,Low,36.2,1
T009723,C02786,O009122,2025-06-20 02:27:32,Product Quality,Low,3.1,1
T009724,C01632,O021636,2025-08-06 23:12:05,Cancellation,High,14.6,1
T009725,C01838,O037272,2025-03-22 20:03:14,Delivery,Low,20.6,1
T009726,C05638,O015213,2025-01-29 08:49:28,Other,Low,17.7,1
T009727,C03849,O034926,2025-05-19 08:47:16,Return,High,4.4,1
T009728,C05495,O000157,2025-04-11 04:48:01,Product Quality,High,12.8,1
T009729,C00176,O016574,2025-08-22 15:52:22,Delivery,Medium,16.5,1
T009730,C04193,O015413,2025-12-19 14:03:46,Product Quality,High,37.0,1
T009731,C09459,O016838,2025-07-05 19:57:46,Payment,Medium,9.9,1
T009732,C03761,O018536,2025-07-23 10:23:37,Cancellation,Medium,104.9,1
T009733,C00775,O010286,2025-04-10 07:03:47,Product Quality,Medium,22.8,1
T009734,C00283,O020636,2025-04-19 05:12:27,Other,Low,19.7,1
T009735,C07261,O049881,2025-04-27 07:35:00,Delivery,Medium,20.9,1
T009736,C06735,O025236,2025-02-10 08:01:02,Delivery,Low,30.5,1
T009737,C03400,O028053,2025-10-06 11:59:43,Cancellation,Medium,3.4,1
T009738,C04278,O015698,2025-03-16 08:55:01,Product Quality,Low,18.1,1
T009739,C07455,O032872,2025-06-04 12:30:58,Cancellation,High,40.7,0
T009740,C03638,O038989,2025-09-20 20:49:04,Cancellation,Low,12.0,1
T009741,C05097,O031272,2025-08-19 01:07:01,Payment,Medium,21.6,1
T009742,C08532,O036292,2025-08-01 06:39:32,Cancellation,Low,10.7,1
T009743,C00623,O018594,2025-07-25 00:08:09,Cancellation,Low,8.2,1
T009744,C00014,O046054,2025-02-25 11:37:07,Delivery,Low,17.1,1
T009745,C04695,O014876,2025-08-28 08:33:04,Delivery,Medium,23.0,1
T009746,C08102,O020914,2025-07-29 12:34:45,Delivery,Low,15.7,0
T009747,C06519,O006538,2025-12-01 07:41:04,Cancellation,Medium,4.8,1
T009748,C07558,O028434,2025-04-28 13:26:47,Return,Medium,15.0,1
T009749,C03806,O029973,2025-06-15 07:02:06,Product Quality,Medium,31.6,1
T009750,C02883,O036748,2025-01-08 21:47:17,Payment,Medium,5.6,1
T009751,C00019,O019823,2025-09-15 16:59:51,Delivery,Medium,24.9,1
T009752,C05868,O012369,2025-06-11 08:50:18,Other,Low,5.6,1
T009753,C06289,O050478,2025-11-22 16:47:32,Delivery,Low,8.1,1
T009754,C04263,O007418,2025-12-12 04:44:19,Product Quality,Medium,9.5,1
T009755,C04454,O014235,2025-05-20 01:00:58,Cancellation,Medium,22.0,1
T009756,C04659,O033849,2025-11-26 08:42:53,Delivery,Low,8.3,1
T009757,C06591,O009326,2025-12-04 03:07:04,Delivery,Medium,14.2,1
T009758,C04945,O017158,2025-08-22 12:46:53,Delivery,Low,29.2,1
T009759,C06329,O020338,2025-11-07 19:41:00,Delivery,Medium,38.5,1
T009760,C00425,O016990,2025-12-29 18:26:47,Delivery,Medium,7.0,1
T009761,C02354,O047674,2025-07-11 02:35:26,Product Quality,Low,20.0,1
T009762,C01488,O053721,2025-05-21 03:50:41,Return,Medium,7.3,1
T009763,C01629,O046689,2025-10-01 18:08:34,Return,Low,12.7,1
T009764,C01205,O005315,2025-08-21 09:16:31,Delivery,Medium,7.9,0
T009765,C00660,O042985,2025-05-16 10:13:07,Other,Medium,8.5,1
T009766,C09051,O025473,2025-09-23 23:00:01,Payment,Low,12.3,1
T009767,C01445,O002902,2025-01-09 10:34:45,Product Quality,Low,2.1,1
T009768,C02697,O008183,2025-10-25 03:15:28,Return,Low,6.6,1
T009769,C04586,O046955,2025-06-10 12:15:22,Cancellation,Low,28.9,1
T009770,C06343,O014844,2025-08-29 21:16:08,Payment,Medium,8.6,1
T009771,C09792,O030107,2025-10-12 20:23:28,Cancellation,High,15.5,1
T009772,C05384,O015129,2025-11-04 16:13:34,Product Quality,Medium,10.2,1
T009773,C08237,O048697,2025-01-02 14:23:13,Return,Low,20.8,1
T009774,C06043,O044322,2025-11-20 20:11:14,Cancellation,Medium,25.8,1
T009775,C04088,O000152,2025-09-14 07:59:26,Payment,Medium,18.5,1
T009776,C02335,O039263,2025-11-22 16:40:40,Product Quality,Medium,31.0,1
T009777,C08869,O037075,2025-03-11 23:08:23,Delivery,Low,11.0,1
T009778,C05238,O033546,2025-05-16 08:32:58,Other,Medium,18.4,1
T009779,C02249,O020936,2025-07-09 01:46:57,Payment,Low,19.2,1
T009780,C07849,O050082,2025-01-25 14:47:34,Cancellation,Medium,19.7,1
T009781,C03587,O002674,2025-05-19 08:00:00,Delivery,Medium,11.1,1
T009782,C06575,O028265,2025-07-22 15:39:08,Delivery,High,15.6,1
T009783,C01515,O024829,2025-11-13 03:49:21,Delivery,Medium,19.3,1
T009784,C05289,O000689,2025-10-28 14:02:21,Delivery,Low,13.8,0
T009785,C06226,O012889,2025-12-28 03:40:20,Payment,Low,13.1,1
T009786,C01672,O007536,2025-12-07 23:38:33,Delivery,High,4.1,1
T009787,C04825,O038209,2025-10-28 04:50:44,Return,Medium,27.2,1
T009788,C04075,O002106,2025-06-07 00:06:27,Delivery,Low,24.2,1
T009789,C07181,O038428,2025-06-29 20:22:14,Cancellation,Low,26.9,1
T009790,C09377,O031822,2025-08-29 09:36:35,Return,Medium,48.3,1
T009791,C06679,O048580,2025-01-11 03:45:21,Product Quality,Medium,6.6,1
T009792,C09663,O003514,2025-01-24 14:51:18,Cancellation,Low,30.3,1
T009793,C08939,O025278,2025-07-07 11:14:12,Payment,Low,4.0,1
T009794,C09234,O045200,2025-08-22 23:55:37,Payment,Medium,5.6,1
T009795,C04681,O002997,2025-04-07 14:17:00,Product Quality,Medium,16.0,1
T009796,C09397,O001996,2025-01-14 17:58:49,Delivery,Low,18.3,1
T009797,C02145,O004703,2025-03-02 00:13:59,Other,Low,56.5,1
T009798,C08265,O005381,2025-01-13 12:37:52,Return,Low,20.3,1
T009799,C02782,O011476,2025-04-15 11:02:29,Delivery,Medium,6.3,1
T009800,C09145,O035058,2025-04-13 04:59:15,Cancellation,Medium,19.4,1
T009801,C02745,O047547,2025-06-22 18:11:06,Other,Low,18.6,1
T009802,C07489,O021239,2025-03-13 22:14:12,Other,Medium,36.9,1
T009803,C09577,O051382,2025-02-26 05:17:35,Payment,Medium,52.1,1
T009804,C05066,O047218,2025-06-06 03:14:21,Payment,Medium,8.2,1
T009805,C00627,O033573,2025-06-04 04:06:22,Delivery,Medium,31.4,1
T009806,C08342,O036155,2025-12-10 04:39:41,Delivery,Low,18.1,1
T009807,C02036,O021432,2025-05-01 00:57:45,Delivery,High,14.2,1
T009808,C04364,O051653,2025-01-28 22:26:04,Product Quality,Medium,18.5,1
T009809,C09011,O045017,2025-11-03 02:55:43,Return,Low,2.4,1
T009810,C04113,O012523,2025-12-22 20:51:03,Cancellation,Medium,21.8,1
T009811,C08232,O003621,2025-06-12 12:54:05,Product Quality,Medium,4.8,1
T009812,C09111,O029304,2025-09-25 12:17:52,Payment,Medium,21.2,1
T009813,C02242,O054304,2025-06-08 15:03:13,Return,Medium,6.9,1
T009814,C02332,O051585,2025-05-17 07:21:17,Product Quality,Low,19.6,1
T009815,C09834,O051019,2025-06-30 23:45:55,Payment,High,29.4,1
T009816,C00351,O014756,2025-11-26 00:53:33,Payment,Medium,17.6,1
T009817,C00770,O028981,2025-01-26 22:07:31,Return,Medium,14.5,1
T009818,C00012,O050343,2025-06-02 02:18:51,Return,Medium,16.4,1
T009819,C09718,O011107,2025-05-21 04:44:28,Return,Medium,26.8,1
T009820,C06211,O020532,2025-10-13 22:11:33,Delivery,Medium,67.5,1
T009821,C09493,O026078,2025-06-22 21:43:05,Delivery,Medium,11.2,1
T009822,C07814,O005903,2025-08-16 16:01:39,Delivery,Medium,11.6,1
T009823,C01921,O016155,2025-01-15 20:28:12,Product Quality,Low,12.0,1
T009824,C02453,O020146,2025-02-02 03:34:45,Other,High,12.5,1
T009825,C08123,O043643,2025-02-05 14:46:57,Delivery,Medium,11.5,1
T009826,C09864,O011963,2025-05-07 19:31:58,Other,High,19.2,1
T009827,C08601,O003631,2025-08-16 03:39:59,Payment,Medium,15.1,1
T009828,C06852,O037636,2025-04-23 19:35:22,Delivery,Low,11.5,1
T009829,C08807,O005509,2025-08-30 19:09:00,Cancellation,Medium,7.3,1
T009830,C06154,O042295,2025-11-15 01:07:41,Product Quality,Medium,18.4,1
T009831,C03265,O016634,2025-06-21 17:32:44,Product Quality,Medium,2.1,1
T009832,C04498,O048243,2025-06-16 09:53:21,Cancellation,Low,0.8,1
T009833,C01617,O044916,2025-11-03 13:51:51,Delivery,Medium,7.9,1
T009834,C09005,O029278,2025-11-01 20:26:29,Delivery,Low,2.9,1
T009835,C09724,O030105,2025-04-27 20:41:33,Delivery,Medium,20.8,1
T009836,C02442,O024470,2025-04-17 18:58:02,Product Quality,Medium,16.8,1
T009837,C07906,O048856,2025-07-29 00:15:47,Payment,High,44.1,1
T009838,C08686,O041538,2025-09-16 18:38:16,Other,Low,31.5,1
T009839,C05029,O022209,2025-12-04 07:06:22,Cancellation,Medium,22.4,1
T009840,C02037,O000786,2025-11-07 00:36:28,Payment,Medium,51.3,0
T009841,C05221,O028218,2025-09-12 02:16:43,Other,Low,17.2,0
T009842,C00192,O048057,2025-07-25 20:42:17,Product Quality,High,9.8,1
T009843,C02005,O044700,2025-03-21 16:30:40,Cancellation,Low,0.6,1
T009844,C04920,O031195,2025-11-20 02:48:17,Return,Low,4.6,1
T009845,C07948,O029605,2025-08-04 01:34:12,Product Quality,Medium,7.5,1
T009846,C01559,O053479,2025-06-07 02:08:51,Product Quality,Medium,21.6,0
T009847,C09346,O005641,2025-02-03 08:11:55,Other,Medium,4.2,1
T009848,C03891,O002685,2025-03-01 16:05:43,Delivery,Low,65.5,1
T009849,C02985,O000194,2025-10-27 06:37:32,Delivery,Low,18.8,1
T009850,C01836,O031370,2025-01-29 08:22:23,Cancellation,High,22.6,1
T009851,C01981,O043010,2025-11-07 04:46:42,Other,Low,11.3,0
T009852,C01039,O000044,2025-02-05 01:42:30,Delivery,Medium,23.3,1
T009853,C08776,O050437,2025-01-30 21:34:09,Cancellation,Medium,29.6,1
T009854,C00186,O026402,2025-09-01 21:13:33,Product Quality,High,36.7,1
T009855,C05344,O037720,2025-07-17 18:11:16,Other,Medium,9.6,1
T009856,C08803,O054806,2025-05-28 07:35:23,Delivery,Medium,1.2,1
T009857,C01221,O022828,2025-01-24 02:21:23,Delivery,Medium,24.1,1
T009858,C06999,O036612,2025-08-17 11:50:12,Cancellation,Medium,22.5,1
T009859,C04929,O020347,2025-08-12 09:12:18,Delivery,Medium,35.0,1
T009860,C06618,O035802,2025-12-04 17:46:01,Cancellation,Medium,12.4,0
T009861,C05745,O027236,2025-10-18 23:59:23,Product Quality,Medium,39.1,1
T009862,C02728,O012162,2025-10-08 15:47:15,Payment,Medium,7.3,1
T009863,C07508,O040015,2025-01-12 10:36:23,Other,Low,9.5,1
T009864,C01513,O043292,2025-11-24 21:54:17,Return,Medium,15.9,1
T009865,C07370,O033673,2025-12-17 10:10:29,Cancellation,High,38.2,1
T009866,C02174,O015400,2025-09-12 22:31:41,Product Quality,Medium,17.7,1
T009867,C08910,O050765,2025-03-04 11:45:42,Delivery,Low,15.0,1
T009868,C06328,O004893,2025-04-13 11:41:09,Product Quality,Medium,3.3,1
T009869,C06792,O046526,2025-01-24 18:24:34,Cancellation,Low,13.6,1
T009870,C06068,O049596,2025-12-09 14:42:33,Product Quality,Medium,6.0,0
T009871,C09759,O025394,2025-09-27 20:32:24,Delivery,High,28.0,1
T009872,C08039,O017501,2025-07-21 11:28:05,Cancellation,Medium,14.8,0
T009873,C09015,O015566,2025-03-11 14:43:19,Product Quality,Medium,16.8,1
T009874,C01228,O012584,2025-11-12 23:26:40,Return,High,16.5,1
T009875,C09466,O048372,2025-10-11 14:29:02,Cancellation,Low,5.7,1
T009876,C05998,O030865,2025-01-29 20:47:43,Other,Low,3.4,1
T009877,C09716,O021031,2025-01-15 19:37:05,Cancellation,Medium,5.5,1
T009878,C01774,O005607,2025-04-14 05:28:08,Delivery,Medium,10.1,1
T009879,C07695,O048239,2025-07-02 09:00:24,Other,Low,8.2,0
T009880,C02475,O003863,2025-12-07 12:16:08,Payment,Medium,21.0,1
T009881,C01581,O018556,2025-11-23 14:41:48,Return,High,7.3,1
T009882,C07200,O041885,2025-07-20 11:28:27,Delivery,Medium,15.1,1
T009883,C00303,O039972,2025-08-05 17:01:38,Payment,Low,1.6,1
T009884,C00842,O009703,2025-09-07 06:14:38,Product Quality,Low,21.7,1
T009885,C02286,O049242,2025-04-02 11:26:17,Return,Low,8.6,1
T009886,C00730,O046355,2025-10-04 06:51:55,Product Quality,Medium,20.0,1
T009887,C05938,O009400,2025-07-13 23:00:16,Other,Low,29.3,1
T009888,C06641,O039566,2025-08-17 18:16:28,Delivery,High,14.5,1
T009889,C09598,O052611,2025-10-07 16:30:47,Cancellation,Low,41.3,1
T009890,C07876,O053631,2025-04-19 09:27:37,Payment,High,13.0,1
T009891,C03052,O053825,2025-09-27 18:41:22,Delivery,Medium,10.0,1
T009892,C03524,O041365,2025-08-19 22:43:51,Cancellation,Medium,11.3,1
T009893,C09221,O027863,2025-07-28 22:51:05,Delivery,Low,69.7,1
T009894,C09318,O036500,2025-09-25 18:19:56,Payment,High,25.9,1
T009895,C04773,O008221,2025-07-21 08:47:05,Payment,Medium,20.2,1
T009896,C09467,O002984,2025-09-12 14:18:20,Return,High,10.5,1
T009897,C04810,O033091,2025-07-16 12:30:51,Other,Low,3.8,1
T009898,C06009,O002378,2025-01-08 23:51:36,Delivery,Medium,12.7,1
T009899,C00687,O045058,2025-05-07 15:17:15,Return,Low,8.5,1
T009900,C08869,O051262,2025-02-20 07:04:54,Return,Low,18.6,1
T009901,C04678,O026440,2025-03-07 03:51:01,Delivery,Low,17.5,1
T009902,C08574,O009963,2025-07-27 11:52:44,Product Quality,High,3.2,0
T009903,C08633,O032866,2025-11-22 12:29:38,Delivery,Medium,51.2,1
T009904,C04643,O007349,2025-10-30 00:00:37,Delivery,Medium,22.8,1
T009905,C05048,O019583,2025-10-15 20:34:55,Other,High,1.6,1
T009906,C04566,O020534,2025-07-30 17:54:19,Return,Low,20.7,1
T009907,C06760,O053922,2025-07-14 13:47:13,Payment,High,65.0,1
T009908,C06099,O037962,2025-11-03 22:13:36,Delivery,Low,11.2,0
T009909,C02939,O019943,2025-01-20 11:58:26,Return,Low,8.3,0
T009910,C02852,O024922,2025-05-09 19:40:47,Delivery,Low,32.4,1
T009911,C09877,O039611,2025-05-17 16:12:51,Return,Low,11.4,1
T009912,C03269,O003520,2025-04-28 07:23:57,Payment,Low,21.3,1
T009913,C01599,O020003,2025-11-30 12:36:49,Return,Low,15.6,1
T009914,C04744,O005565,2025-06-25 03:24:18,Delivery,Medium,19.6,1
T009915,C06808,O040161,2025-03-20 21:03:30,Return,Low,10.6,1
T009916,C05601,O006240,2025-04-29 06:29:37,Other,Low,11.6,1
T009917,C09185,O026328,2025-05-17 04:40:43,Delivery,Medium,16.0,1
T009918,C01524,O027599,2025-10-30 18:55:56,Product Quality,Low,14.6,1
T009919,C01935,O008720,2025-03-05 19:18:25,Product Quality,Medium,9.8,1
T009920,C03516,O039354,2025-09-04 10:48:46,Product Quality,High,1.5,1
T009921,C03137,O030571,2025-05-15 18:18:44,Cancellation,Low,6.8,1
T009922,C08807,O001512,2025-08-08 02:02:23,Product Quality,Low,2.9,1
T009923,C03716,O017687,2025-07-03 20:02:16,Product Quality,High,3.8,1
T009924,C04600,O011372,2025-02-27 17:20:01,Product Quality,Medium,20.1,1
T009925,C06832,O023933,2025-06-25 08:59:53,Product Quality,Low,9.3,1
T009926,C04037,O049696,2025-08-28 02:37:23,Product Quality,Medium,17.6,1
T009927,C03930,O029382,2025-12-07 20:01:25,Return,Medium,6.1,1
T009928,C07064,O009558,2025-09-26 02:41:49,Delivery,Low,38.0,1
T009929,C01126,O014156,2025-08-03 21:10:45,Product Quality,Medium,25.6,1
T009930,C04194,O045618,2025-03-22 17:09:22,Payment,Medium,6.4,1
T009931,C00680,O011225,2025-01-06 11:25:33,Product Quality,Low,10.2,1
T009932,C07304,O010948,2025-06-21 00:27:53,Delivery,Medium,6.8,1
T009933,C09981,O047590,2025-01-01 12:46:19,Delivery,Medium,13.0,1
T009934,C08251,O046756,2025-12-23 02:53:28,Cancellation,Medium,35.6,1
T009935,C07740,O002519,2025-08-09 02:49:27,Delivery,Low,9.3,1
T009936,C00994,O031578,2025-01-05 12:56:45,Product Quality,Medium,5.8,1
T009937,C09010,O051132,2025-01-24 15:40:13,Delivery,Medium,22.6,1
T009938,C00858,O052618,2025-01-02 17:20:23,Product Quality,High,16.2,1
T009939,C03139,O002977,2025-01-16 21:18:06,Delivery,Low,9.3,1
T009940,C00034,O009361,2025-04-24 12:19:10,Return,Medium,17.9,1
T009941,C02787,O044645,2025-12-28 01:01:22,Return,High,13.2,1
T009942,C01682,O044995,2025-03-28 09:16:10,Cancellation,Medium,2.2,1
T009943,C07681,O019379,2025-09-18 19:56:21,Other,Low,11.2,1
T009944,C09247,O014331,2025-12-27 12:27:14,Delivery,Medium,12.2,0
T009945,C01268,O043545,2025-08-22 04:47:54,Return,Low,1.9,1
T009946,C00021,O006853,2025-10-10 04:43:38,Delivery,High,23.8,1
T009947,C04223,O049133,2025-01-15 15:31:08,Product Quality,Low,9.1,1
T009948,C04540,O025834,2025-03-03 17:42:55,Delivery,Medium,1.6,0
T009949,C05504,O053243,2025-09-08 22:42:28,Other,Medium,3.2,1
T009950,C02700,O051302,2025-12-24 02:20:02,Delivery,Medium,12.8,1
T009951,C01380,O046887,2025-04-08 02:40:33,Payment,Low,4.2,1
T009952,C09116,O035053,2025-11-27 08:57:57,Delivery,Low,20.7,1
T009953,C01896,O051046,2025-12-19 04:51:37,Product Quality,Medium,4.5,1
T009954,C02873,O053658,2025-01-29 23:55:13,Cancellation,Medium,11.1,1
T009955,C01497,O047633,2025-01-18 10:18:03,Product Quality,Medium,25.7,1
T009956,C04128,O006077,2025-10-18 23:05:10,Delivery,Medium,18.7,1
T009957,C03987,O030963,2025-07-16 13:11:15,Delivery,Low,17.5,1
T009958,C00478,O001414,2025-04-01 07:24:14,Delivery,Medium,26.7,1
T009959,C00598,O027470,2025-01-24 17:22:39,Delivery,Medium,8.0,1
T009960,C08806,O052979,2025-06-15 16:41:42,Other,Low,7.7,1
T009961,C05513,O030380,2025-11-05 05:14:30,Delivery,Medium,43.5,0
T009962,C07893,O037085,2025-06-09 17:33:35,Return,Medium,8.2,1
T009963,C00212,O003616,2025-08-28 06:53:12,Return,Low,8.7,1
T009964,C00658,O053649,2025-03-15 06:49:10,Other,Low,9.3,1
T009965,C03333,O023305,2025-02-14 10:22:45,Cancellation,Low,11.5,0
T009966,C09030,O006519,2025-02-01 13:17:32,Delivery,Low,9.2,1
T009967,C04593,O024587,2025-12-24 21:44:24,Delivery,Low,14.7,1
T009968,C02889,O020678,2025-03-01 12:07:24,Payment,Low,12.1,1
T009969,C05129,O031965,2025-10-09 22:27:07,Delivery,Low,17.4,1
T009970,C02910,O000121,2025-08-13 05:12:51,Delivery,Medium,0.8,1
T009971,C09118,O001553,2025-04-23 13:42:07,Product Quality,Low,4.8,0
