order_id,customer_id,order_date,order_status,payment_method,discount,shipping_fee,total_revenue,total_profit
O026381,C02396,2025-06-02 21:43:56,Cancelled,Credit Card,150.0,0.0,1030.97,151.94
O026382,C07787,2025-10-05 11:13:22,Completed,Wallet,100.0,0.0,956.58,447.3
O026383,C05300,2025-10-29 12:14:45,Completed,UPI,50.0,0.0,1140.59,559.85
O026384,C01309,2025-02-22 17:43:07,Cancelled,UPI,150.0,0.0,5029.91,2843.55
O026385,C01951,2025-12-04 08:17:47,Completed,Debit Card,0.0,81.38,1942.8,839.48
O026386,C08848,2025-04-28 04:20:34,Cancelled,Debit Card,0.0,0.0,2429.64,877.6
O026387,C06300,2025-06-12 11:15:02,Completed,COD,200.0,0.0,0.0,-200.0
O026388,C03988,2025-02-19 01:49:18,Completed,Credit Card,0.0,88.87,88.87,22.22
O026389,C07198,2025-03-31 23:46:41,Completed,Wallet,200.0,0.0,2953.57,1784.57
O026390,C08064,2025-09-21 01:37:45,Completed,Wallet,100.0,0.0,2994.02,1401.8
O026391,C01132,2025-09-04 08:16:03,Completed,Net Banking,300.0,0.0,0.0,-188.79
O026392,C08408,2025-08-15 17:25:08,Completed,Debit Card,100.0,0.0,1079.35,584.82
O026393,C09458,2025-01-07 08:33:25,Cancelled,UPI,50.0,0.0,1540.29,880.77
O026394,C00897,2025-10-29 21:45:24,Completed,Credit Card,100.0,0.0,2785.0,1445.88
O026395,C03219,2025-11-08 19:15:08,Completed,Credit Card,100.0,0.0,681.66,189.41
O026396,C01668,2025-10-03 19:04:09,Cancelled,Credit Card,50.0,0.0,4752.23,2183.87
O026397,C04283,2025-02-28 15:21:39,Completed,UPI,100.0,75.9,1329.59,626.26
O026398,C02186,2025-10-20 12:16:50,Completed,Net Banking,0.0,0.0,769.97,378.62
O026399,C03598,2025-07-24 17:13:01,Completed,Credit Card,0.0,0.0,2836.45,1345.23
O026400,C02402,2025-08-23 05:27:45,Completed,UPI,200.0,0.0,5482.82,3133.91
O026401,C00039,2025-06-12 04:39:53,Completed,Debit Card,200.0,0.0,514.9,224.49
O026402,C00186,2025-11-03 18:45:04,Completed,Net Banking,0.0,0.0,4653.82,1739.73
O026403,C05134,2025-08-30 16:00:31,Completed,COD,0.0,35.48,5124.4,2165.13
O026404,C05122,2025-05-15 13:15:10,Completed,Debit Card,0.0,0.0,9748.42,5367.35
O026405,C00353,2025-12-16 00:17:43,Completed,Credit Card,200.0,0.0,1211.37,588.39
O026406,C06979,2025-04-13 17:22:27,Completed,UPI,50.0,0.0,12832.97,6613.59
O026407,C00264,2025-06-26 02:35:41,Completed,UPI,150.0,0.0,3728.04,1779.09
O026408,C04854,2025-04-07 02:02:48,Completed,Credit Card,0.0,0.0,4405.4,2413.41
O026409,C03934,2025-10-19 21:18:21,Completed,COD,50.0,0.0,6884.41,3018.59
O026410,C08811,2025-10-03 18:17:52,Completed,UPI,100.0,0.0,1226.81,403.73
O026411,C05741,2025-06-28 06:17:01,Completed,Credit Card,150.0,0.0,9114.74,4916.3
O026412,C08202,2025-01-15 02:50:41,Completed,Wallet,0.0,0.0,2206.02,1098.87
O026413,C09983,2025-11-22 17:51:29,Completed,Credit Card,150.0,79.38,367.21,58.48
O026414,C01764,2025-11-08 16:47:26,Completed,Debit Card,0.0,0.0,3031.02,1635.52
O026415,C00616,2025-02-02 13:58:53,Cancelled,UPI,150.0,89.32,1667.95,691.37
O026416,C07728,2025-07-31 23:54:01,Completed,UPI,0.0,0.0,0.0,0.0
O026417,C06300,2025-07-20 09:09:09,Completed,UPI,50.0,0.0,330.24,75.8
O026418,C06325,2025-01-30 14:36:56,Completed,Net Banking,50.0,0.0,2141.85,817.75
O026419,C03144,2025-06-15 11:12:13,Completed,Debit Card,500.0,0.0,2625.42,1298.44
O026420,C01021,2025-02-27 14:55:16,Completed,Wallet,0.0,112.65,1102.75,610.56
O026421,C07203,2025-05-29 19:55:10,Completed,Credit Card,50.0,0.0,2648.29,1410.35
O026422,C05412,2025-09-08 07:02:31,Completed,Debit Card,0.0,0.0,10064.84,5351.1
O026423,C05004,2025-08-11 19:23:35,Completed,Debit Card,300.0,0.0,1768.95,230.21
O026424,C07349,2025-12-01 18:49:34,Completed,Wallet,50.0,0.0,7483.29,3370.33
O026425,C09883,2025-03-23 12:56:59,Completed,Credit Card,200.0,0.0,6966.54,3460.55
O026426,C07388,2025-06-20 15:14:28,Completed,Credit Card,300.0,95.42,571.47,-5.19
O026427,C09338,2025-11-18 00:42:08,Completed,Debit Card,200.0,0.0,0.0,-200.0
O026428,C03971,2025-12-24 07:45:26,Completed,UPI,0.0,0.0,5675.38,3313.43
O026429,C08969,2025-01-18 23:22:54,Completed,COD,0.0,0.0,620.65,333.62
O026430,C07267,2025-02-10 11:32:45,Completed,COD,200.0,77.61,1835.42,1056.98
O026431,C03695,2025-04-24 06:07:18,Completed,UPI,150.0,0.0,5324.14,2949.12
O026432,C05076,2025-09-18 08:01:53,Completed,Debit Card,0.0,0.0,1264.13,324.71
O026433,C02012,2025-07-26 19:21:10,Completed,Net Banking,100.0,0.0,2937.66,1206.9
O026434,C00803,2025-02-20 06:19:20,Cancelled,UPI,50.0,0.0,6805.24,4194.71
O026435,C04664,2025-04-07 03:02:12,Completed,UPI,0.0,0.0,0.0,0.0
O026436,C09930,2025-08-03 13:50:13,Completed,Wallet,100.0,0.0,6994.85,3217.08
O026437,C08688,2025-02-21 11:28:19,Completed,Credit Card,50.0,0.0,4599.4,2498.98
O026438,C00164,2025-10-01 00:11:13,Completed,COD,300.0,0.0,1946.52,743.71
O026439,C09694,2025-12-23 01:26:46,Cancelled,Credit Card,50.0,0.0,9443.59,4529.97
O026440,C04678,2025-02-27 20:54:18,Completed,Credit Card,50.0,0.0,0.0,-50.0
O026441,C01779,2025-10-31 10:32:26,Completed,Credit Card,100.0,0.0,212.2,66.77
O026442,C09136,2025-04-06 05:58:12,Completed,Wallet,100.0,0.0,10428.15,5495.16
O026443,C09236,2025-07-20 23:04:31,Completed,Net Banking,300.0,0.0,15637.79,7073.6
O026444,C08458,2025-01-20 00:46:35,Completed,UPI,0.0,0.0,3024.04,1426.74
O026445,C06197,2025-05-12 16:06:06,Completed,Credit Card,0.0,0.0,0.0,0.0
O026446,C02349,2025-07-18 18:36:57,Completed,COD,200.0,0.0,11318.24,5643.57
O026447,C02393,2025-11-22 01:29:09,Completed,Wallet,0.0,0.0,3369.64,1268.8
O026448,C09651,2025-06-06 14:04:19,Cancelled,Wallet,50.0,46.3,0.0,-38.42
O026449,C02764,2025-10-10 11:54:51,Completed,UPI,0.0,0.0,5390.74,3012.05
O026450,C04207,2025-11-26 09:03:54,Completed,Wallet,0.0,0.0,1586.52,1002.02
O026451,C07513,2025-11-21 12:28:07,Completed,UPI,100.0,51.72,5694.57,2836.7
O026452,C08212,2025-02-01 04:43:48,Completed,Wallet,200.0,41.24,4906.98,2292.46
O026453,C04101,2025-06-30 13:55:51,Completed,Credit Card,0.0,0.0,1152.24,633.16
O026454,C03939,2025-01-12 08:29:25,Completed,COD,0.0,0.0,6218.22,2815.14
O026455,C03544,2025-10-15 09:41:25,Completed,Debit Card,0.0,0.0,5918.02,2912.96
O026456,C03864,2025-07-22 18:50:10,Completed,Credit Card,150.0,0.0,5520.9,3220.16
O026457,C07566,2025-11-10 07:57:30,Completed,Net Banking,500.0,0.0,2441.18,1303.76
O026458,C00607,2025-05-06 02:27:36,Completed,Net Banking,150.0,0.0,249.31,37.47
O026459,C07975,2025-03-01 03:16:20,Completed,COD,50.0,0.0,9364.52,5115.27
O026460,C02131,2025-03-21 00:42:14,Completed,COD,500.0,0.0,4725.07,2228.42
O026461,C01599,2025-05-17 16:41:30,Completed,UPI,150.0,0.0,10001.69,4632.02
O026462,C01197,2025-06-17 11:19:35,Completed,Credit Card,150.0,0.0,13883.06,5390.04
O026463,C02338,2025-12-12 04:35:27,Completed,Credit Card,50.0,42.12,1717.62,793.11
O026464,C08318,2025-08-26 07:24:22,Cancelled,Debit Card,500.0,0.0,5307.33,2721.81
O026465,C05358,2025-09-05 01:43:23,Completed,UPI,100.0,74.47,3692.1,1949.83
O026466,C02663,2025-01-23 01:23:42,Completed,Debit Card,50.0,0.0,1304.56,828.48
O026467,C01851,2025-12-18 23:22:27,Completed,UPI,100.0,0.0,0.0,-100.0
O026468,C07677,2025-05-06 12:55:43,Completed,UPI,50.0,0.0,4799.86,2598.58
O026469,C05042,2025-06-23 06:47:04,Completed,Credit Card,0.0,86.66,1140.03,555.95
O026470,C01193,2025-06-27 10:24:02,Completed,UPI,300.0,0.0,0.0,-300.0
O026471,C03729,2025-09-09 11:04:50,Completed,Credit Card,0.0,0.0,5250.84,2543.28
O026472,C04438,2025-09-30 16:24:09,Completed,UPI,100.0,0.0,808.41,134.57
O026473,C03513,2025-02-14 17:15:41,Cancelled,Credit Card,200.0,83.31,8309.59,3851.73
O026474,C02628,2025-08-28 14:01:48,Completed,COD,500.0,79.25,9677.5,4493.79
O026475,C03267,2025-04-20 18:44:15,Completed,Debit Card,50.0,0.0,0.0,-50.0
O026476,C07377,2025-11-22 17:03:08,Completed,Credit Card,50.0,0.0,3911.71,1546.42
O026477,C09523,2025-09-13 07:08:22,Completed,UPI,200.0,0.0,3195.38,1739.8
O026478,C00253,2025-11-19 12:36:59,Completed,Credit Card,50.0,0.0,2602.87,1250.77
O026479,C06251,2025-08-19 01:59:50,Completed,Wallet,0.0,0.0,9764.05,5085.94
O026480,C00718,2025-04-01 12:10:16,Completed,Credit Card,150.0,0.0,3092.53,1553.98
O026481,C02009,2025-09-09 18:04:44,Completed,UPI,200.0,51.55,7539.87,4279.02
O026482,C05423,2025-04-19 16:00:05,Completed,UPI,0.0,0.0,0.0,0.0
O026483,C07910,2025-09-20 17:06:01,Completed,Wallet,200.0,67.21,5613.4,3146.31
O026484,C04341,2025-11-07 18:03:28,Completed,Net Banking,150.0,0.0,1446.42,769.72
O026485,C08776,2025-10-24 21:10:09,Completed,Credit Card,0.0,0.0,2672.48,1303.62
O026486,C07148,2025-06-09 19:57:55,Completed,Net Banking,100.0,0.0,4688.42,2365.67
O026487,C01925,2025-12-26 06:38:30,Completed,Net Banking,200.0,0.0,9360.6,4435.57
O026488,C06845,2025-05-07 04:14:48,Completed,COD,200.0,0.0,1912.79,965.95
O026489,C03165,2025-11-24 05:03:30,Completed,COD,50.0,0.0,3656.33,1926.2
O026490,C07647,2025-06-25 20:38:22,Completed,UPI,100.0,54.38,7051.88,3615.98
O026491,C02289,2025-04-11 11:59:30,Completed,Credit Card,100.0,0.0,4165.46,1493.73
O026492,C01431,2025-03-01 16:28:00,Completed,Wallet,300.0,0.0,8708.68,4533.0
O026493,C06364,2025-09-19 20:37:57,Completed,COD,50.0,0.0,1622.1,902.98
O026494,C06152,2025-09-17 00:51:53,Completed,UPI,150.0,0.0,2127.58,1174.84
O026495,C05712,2025-04-12 10:16:09,Completed,UPI,500.0,0.0,6582.95,2450.04
O026496,C02416,2025-08-03 02:18:30,Completed,UPI,0.0,0.0,0.0,0.0
O026497,C02045,2025-01-01 05:31:21,Completed,Net Banking,0.0,0.0,6178.77,2987.72
O026498,C09112,2025-06-01 01:23:36,Completed,COD,50.0,0.0,3468.47,1455.42
O026499,C05306,2025-07-15 04:12:42,Completed,Credit Card,150.0,0.0,1438.98,444.93
O026500,C04051,2025-01-15 07:24:12,Completed,Debit Card,300.0,85.28,4413.84,2236.66
O026501,C08168,2025-02-21 17:27:33,Completed,UPI,0.0,0.0,3058.48,1842.35
O026502,C00495,2025-10-08 11:44:13,Completed,COD,100.0,0.0,5296.19,2869.89
O026503,C06743,2025-06-08 08:10:02,Completed,UPI,50.0,91.49,692.48,204.54
O026504,C01460,2025-04-23 21:35:39,Completed,Credit Card,200.0,0.0,5768.04,2519.96
O026505,C02246,2025-08-13 12:25:19,Completed,UPI,150.0,40.02,0.0,-140.0
O026506,C06381,2025-05-08 01:36:34,Completed,UPI,150.0,0.0,6264.11,3911.69
O026507,C02773,2025-03-30 19:46:01,Completed,Wallet,0.0,0.0,1247.62,408.98
O026508,C07759,2025-11-14 20:15:01,Completed,Credit Card,100.0,0.0,1561.69,668.77
O026509,C05171,2025-03-20 07:33:11,Cancelled,UPI,100.0,0.0,8632.93,5096.22
O026510,C03209,2025-05-23 08:57:43,Completed,Debit Card,50.0,0.0,666.33,281.65
O026511,C08633,2025-04-21 15:11:25,Completed,UPI,0.0,0.0,14132.83,5206.63
O026512,C06270,2025-02-02 02:19:07,Completed,COD,50.0,0.0,3206.17,1853.77
O026513,C04195,2025-03-31 04:10:02,Completed,COD,300.0,0.0,9782.94,5015.83
O026514,C04523,2025-12-21 22:17:34,Completed,UPI,100.0,0.0,2885.47,1487.81
O026515,C02659,2025-04-14 01:41:00,Completed,COD,50.0,0.0,4175.09,2050.09
O026516,C01077,2025-07-20 04:13:20,Completed,Credit Card,200.0,0.0,2897.95,1240.61
O026517,C03006,2025-04-14 15:50:49,Completed,Credit Card,100.0,0.0,1601.95,730.27
O026518,C02621,2025-02-11 16:21:12,Cancelled,UPI,200.0,0.0,1489.69,729.91
O026519,C03332,2025-11-09 12:11:59,Completed,UPI,100.0,44.78,1212.98,578.1
O026520,C04680,2025-03-19 20:09:49,Completed,Debit Card,100.0,0.0,1573.64,854.52
O026521,C00618,2025-03-30 12:39:15,Completed,UPI,50.0,0.0,2646.46,1023.06
O026522,C01054,2025-09-14 22:33:34,Completed,UPI,50.0,0.0,4978.49,2715.92
O026523,C07287,2025-11-15 16:28:43,Completed,UPI,300.0,0.0,405.32,-21.87
O026524,C01826,2025-05-26 03:13:27,Completed,COD,150.0,0.0,486.28,0.76
O026525,C03364,2025-03-24 19:34:16,Cancelled,UPI,0.0,91.8,458.45,191.07
O026526,C06355,2025-09-03 17:17:47,Completed,Debit Card,300.0,0.0,2059.44,501.28
O026527,C09768,2025-07-02 23:11:46,Completed,Net Banking,150.0,62.87,7253.37,2964.91
O026528,C01318,2025-03-13 00:46:22,Completed,Debit Card,500.0,0.0,0.0,-317.93
O026529,C07557,2025-03-22 14:12:16,Completed,Wallet,0.0,0.0,3728.15,1621.05
O026530,C04900,2025-08-27 23:33:39,Completed,UPI,0.0,0.0,1310.69,757.43
O026531,C00934,2025-06-23 04:50:05,Completed,Wallet,300.0,108.26,6861.94,3346.27
O026532,C01678,2025-03-04 13:14:21,Completed,Debit Card,0.0,0.0,1240.84,707.46
O026533,C06926,2025-02-08 11:58:54,Completed,Credit Card,0.0,0.0,959.71,373.69
O026534,C08776,2025-05-20 01:01:19,Completed,Wallet,300.0,0.0,4729.11,2357.05
O026535,C00121,2025-06-25 03:01:41,Completed,Net Banking,150.0,0.0,3853.33,1867.83
O026536,C02215,2025-05-09 14:39:19,Completed,UPI,100.0,0.0,0.0,-100.0
O026537,C03554,2025-04-21 19:58:42,Completed,UPI,100.0,106.99,5507.53,2862.52
O026538,C09885,2025-04-21 08:10:10,Completed,UPI,150.0,0.0,938.15,233.23
O026539,C06504,2025-04-29 20:04:01,Completed,Net Banking,200.0,0.0,2068.11,821.69
O026540,C03584,2025-09-03 19:19:29,Completed,UPI,0.0,0.0,0.0,0.0
O026541,C02004,2025-11-07 05:26:29,Completed,Wallet,0.0,0.0,4143.07,1955.06
O026542,C02252,2025-12-04 06:38:51,Completed,UPI,100.0,0.0,2917.59,1624.74
O026543,C00481,2025-08-02 07:06:40,Completed,Wallet,100.0,0.0,2442.97,1426.88
O026544,C09945,2025-11-20 21:03:32,Completed,UPI,0.0,0.0,440.9,186.26
O026545,C09819,2025-06-20 13:49:52,Completed,Debit Card,100.0,0.0,5908.0,2549.7
O026546,C00110,2025-04-30 01:05:35,Completed,Credit Card,50.0,0.0,0.0,-50.0
O026547,C02680,2025-08-28 03:33:44,Completed,Debit Card,0.0,0.0,773.98,294.53
O026548,C00199,2025-05-01 20:36:57,Completed,Wallet,0.0,0.0,329.06,131.92
O026549,C02997,2025-07-17 08:07:20,Completed,UPI,300.0,0.0,5767.47,2921.96
O026550,C09002,2025-01-04 23:57:37,Completed,UPI,0.0,0.0,18334.75,10426.04
O026551,C08730,2025-11-29 08:14:51,Cancelled,Credit Card,0.0,0.0,0.0,0.0
O026552,C06832,2025-05-18 07:48:17,Completed,UPI,0.0,0.0,5832.08,2802.32
O026553,C09868,2025-07-03 07:38:02,Completed,COD,300.0,0.0,7793.54,4158.5
O026554,C07447,2025-04-22 10:14:29,Completed,UPI,300.0,0.0,2070.72,811.08
O026555,C02397,2025-05-09 16:52:32,Completed,UPI,200.0,0.0,4758.26,2031.41
O026556,C08330,2025-07-10 00:45:31,Completed,Debit Card,50.0,102.27,2437.0,1034.42
O026557,C05067,2025-04-23 19:02:27,Completed,COD,300.0,0.0,5258.86,2632.1
O026558,C05029,2025-06-01 09:23:49,Completed,Wallet,150.0,0.0,6582.29,2852.98
O026559,C08308,2025-12-22 10:10:23,Completed,UPI,0.0,0.0,996.77,585.43
O026560,C05323,2025-07-10 23:28:41,Completed,UPI,300.0,0.0,7978.63,4183.74
O026561,C03249,2025-09-15 07:27:15,Completed,Net Banking,150.0,58.99,4001.38,2125.23
O026562,C09276,2025-08-25 10:43:05,Completed,Credit Card,100.0,66.52,3462.74,1341.76
O026563,C00727,2025-09-07 02:37:43,Completed,Credit Card,300.0,0.0,7933.16,3327.07
O026564,C06561,2025-05-24 00:12:14,Completed,Net Banking,50.0,82.62,3652.79,1751.36
O026565,C07828,2025-02-07 22:21:48,Completed,Credit Card,0.0,0.0,3212.07,1570.96
O026566,C00500,2025-08-17 19:56:38,Completed,Debit Card,150.0,109.78,7331.7,3671.98
O026567,C02325,2025-10-02 06:57:57,Completed,COD,0.0,0.0,3609.7,1787.57
O026568,C02219,2025-02-09 13:50:38,Completed,Credit Card,150.0,0.0,4220.28,1966.82
O026569,C08874,2025-07-06 02:41:32,Completed,UPI,200.0,0.0,11278.6,5957.69
O026570,C06486,2025-07-30 07:01:20,Completed,COD,0.0,0.0,3420.11,1788.11
O026571,C02154,2025-07-19 18:39:53,Cancelled,Credit Card,0.0,70.67,2057.86,1093.95
O026572,C09083,2025-11-24 13:38:50,Completed,Debit Card,50.0,0.0,4305.84,2359.13
O026573,C02421,2025-06-02 19:35:47,Completed,UPI,100.0,88.0,1747.19,788.27
O026574,C06603,2025-01-25 21:44:28,Completed,Net Banking,100.0,0.0,3528.79,1788.6
O026575,C04513,2025-08-15 16:41:13,Completed,Debit Card,0.0,0.0,11877.06,6254.38
O026576,C00972,2025-10-05 21:48:10,Completed,Credit Card,0.0,116.32,6274.92,3253.7
O026577,C07518,2025-09-06 18:19:26,Completed,COD,200.0,0.0,8192.34,4222.57
O026578,C03255,2025-08-16 18:27:43,Completed,Credit Card,200.0,80.91,2804.79,1516.18
O026579,C03574,2025-06-06 15:42:08,Completed,Credit Card,0.0,0.0,6327.63,3097.84
O026580,C02129,2025-04-02 06:29:26,Completed,COD,0.0,0.0,7406.48,3417.99
O026581,C08015,2025-09-16 23:56:37,Completed,UPI,200.0,107.3,4912.48,2295.96
O026582,C01586,2025-12-25 17:26:23,Completed,Debit Card,0.0,0.0,5291.96,2553.06
O026583,C02168,2025-11-07 16:04:33,Completed,UPI,100.0,0.0,4819.01,2649.27
O026584,C04052,2025-02-18 06:50:16,Completed,Debit Card,150.0,0.0,3139.39,1078.62
O026585,C01476,2025-05-04 15:06:36,Completed,Debit Card,150.0,0.0,3488.78,1803.78
O026586,C01117,2025-07-29 18:03:38,Completed,UPI,150.0,0.0,1585.93,632.76
O026587,C05202,2025-10-12 04:34:59,Completed,UPI,50.0,0.0,8839.0,4832.57
O026588,C09528,2025-05-10 09:04:04,Completed,Credit Card,0.0,65.65,950.18,493.24
O026589,C07989,2025-12-30 08:06:09,Completed,Net Banking,0.0,0.0,8046.11,4252.62
O026590,C01760,2025-05-26 08:13:33,Completed,UPI,50.0,0.0,6027.37,3060.3
O026591,C05852,2025-03-24 16:56:20,Completed,Net Banking,0.0,0.0,9521.26,5632.77
O026592,C07906,2025-08-19 14:29:03,Completed,UPI,300.0,0.0,2209.59,1269.31
O026593,C01435,2025-11-26 14:12:07,Cancelled,UPI,100.0,0.0,15112.87,7239.49
O026594,C00808,2025-11-21 05:24:18,Completed,COD,50.0,0.0,14972.5,8225.97
O026595,C08896,2025-07-09 09:19:10,Completed,UPI,0.0,0.0,1370.78,552.13
O026596,C02434,2025-11-01 16:00:11,Completed,Debit Card,200.0,0.0,6273.49,3225.23
O026597,C04967,2025-12-11 07:34:57,Cancelled,Credit Card,500.0,0.0,0.0,-500.0
O026598,C02075,2025-11-06 22:11:14,Completed,COD,0.0,0.0,9601.78,4545.72
O026599,C00464,2025-12-10 00:23:20,Completed,Credit Card,50.0,0.0,2022.14,1089.61
O026600,C05119,2025-05-17 22:12:23,Completed,Credit Card,150.0,113.15,11908.15,6690.66
O026601,C04335,2025-01-30 07:56:26,Completed,UPI,0.0,0.0,802.25,228.15
O026602,C07258,2025-12-21 06:45:15,Completed,Net Banking,0.0,0.0,0.0,0.0
O026603,C08559,2025-04-26 04:57:30,Completed,Credit Card,150.0,0.0,0.0,-150.0
O026604,C01400,2025-12-05 11:29:01,Completed,UPI,150.0,0.0,15403.52,7882.52
O026605,C01706,2025-11-10 03:14:09,Completed,UPI,150.0,0.0,1206.04,636.17
O026606,C09495,2025-11-06 13:05:22,Completed,Wallet,200.0,0.0,9836.42,4554.81
O026607,C04162,2025-01-08 11:14:44,Completed,Debit Card,0.0,0.0,0.0,0.0
O026608,C09520,2025-03-18 04:21:51,Completed,COD,0.0,68.99,7701.52,4197.64
O026609,C03359,2025-02-10 07:49:36,Completed,UPI,200.0,0.0,13971.66,7931.46
O026610,C03453,2025-02-27 22:09:39,Completed,UPI,0.0,0.0,11719.33,7122.45
O026611,C07056,2025-02-25 12:14:55,Completed,Debit Card,100.0,83.12,0.0,-79.22
O026612,C00965,2025-07-13 04:49:48,Completed,Debit Card,50.0,0.0,1055.47,655.79
O026613,C04116,2025-08-25 14:37:13,Completed,UPI,0.0,43.0,6255.15,3408.49
O026614,C03781,2025-02-04 16:01:08,Cancelled,UPI,0.0,83.88,83.88,20.97
O026615,C00346,2025-06-04 01:04:27,Completed,Credit Card,150.0,69.34,2985.29,1717.16
O026616,C03111,2025-02-23 07:29:45,Completed,Wallet,0.0,0.0,11438.75,5246.02
O026617,C03970,2025-09-23 02:46:48,Cancelled,Wallet,0.0,59.24,59.24,14.81
O026618,C00564,2025-11-30 20:16:58,Completed,Credit Card,50.0,0.0,1796.03,724.22
O026619,C00195,2025-09-13 13:52:42,Completed,UPI,300.0,0.0,17728.27,9213.71
O026620,C05980,2025-10-30 03:39:22,Completed,Credit Card,0.0,0.0,1579.68,805.35
O026621,C02044,2025-06-05 19:50:37,Completed,COD,0.0,0.0,8601.44,3957.5
O026622,C03600,2025-09-30 01:30:34,Completed,Debit Card,500.0,0.0,0.0,-500.0
O026623,C00791,2025-06-25 03:39:58,Completed,Credit Card,0.0,0.0,0.0,0.0
O026624,C01004,2025-05-06 07:17:06,Completed,Credit Card,200.0,0.0,0.0,-169.35
O026625,C01529,2025-01-12 11:00:31,Completed,UPI,150.0,0.0,983.59,259.6
O026626,C00292,2025-09-25 08:18:29,Completed,Debit Card,50.0,0.0,1836.64,1013.96
O026627,C07606,2025-07-30 23:42:32,Completed,UPI,100.0,0.0,1330.38,612.6
O026628,C09048,2025-11-29 18:53:06,Completed,Net Banking,0.0,0.0,3315.71,1440.36
O026629,C05206,2025-06-14 15:02:17,Completed,Credit Card,300.0,0.0,0.0,-300.0
O026630,C08137,2025-04-17 08:26:53,Cancelled,Wallet,0.0,0.0,0.0,0.0
O026631,C01343,2025-01-23 03:49:03,Completed,UPI,0.0,0.0,0.0,0.0
O026632,C04482,2025-03-23 15:53:06,Completed,Debit Card,200.0,0.0,3236.0,1335.89
O026633,C01415,2025-10-07 03:30:34,Completed,Debit Card,500.0,0.0,5836.76,2440.56
O026634,C09951,2025-04-11 21:17:42,Completed,COD,50.0,0.0,3947.59,1686.26
O026635,C00566,2025-04-03 22:39:51,Completed,Wallet,300.0,0.0,641.78,212.01
O026636,C04428,2025-11-26 01:34:43,Completed,COD,500.0,0.0,0.0,-401.12
O026637,C01111,2025-08-21 23:59:09,Completed,UPI,500.0,0.0,3459.64,1386.77
O026638,C00679,2025-08-22 00:09:32,Completed,Credit Card,0.0,61.0,2530.77,1384.38
O026639,C07338,2025-05-28 08:26:41,Completed,Debit Card,0.0,0.0,0.0,0.0
O026640,C00791,2025-12-21 04:22:07,Completed,Wallet,0.0,83.18,7854.21,4508.49
O026641,C00234,2025-12-12 15:15:02,Completed,COD,200.0,84.11,491.36,1.09
O026642,C09489,2025-06-09 22:55:49,Completed,Credit Card,150.0,0.0,6650.15,3435.7
O026643,C01839,2025-10-17 06:25:52,Completed,Debit Card,150.0,0.0,1596.12,445.91
O026644,C08432,2025-06-11 16:56:49,Completed,Credit Card,0.0,0.0,0.0,0.0
O026645,C09522,2025-04-12 12:27:57,Completed,COD,150.0,0.0,0.0,-150.0
O026646,C07504,2025-12-05 22:29:58,Completed,Net Banking,150.0,0.0,2933.42,1938.19
O026647,C01033,2025-09-01 20:56:43,Completed,Wallet,50.0,0.0,5131.98,2975.65
O026648,C01694,2025-09-14 21:29:46,Completed,UPI,100.0,0.0,9368.92,5054.54
O026649,C01782,2025-08-29 03:41:59,Completed,UPI,50.0,49.65,11988.43,6194.25
O026650,C06522,2025-08-11 10:22:28,Completed,Credit Card,0.0,0.0,0.0,0.0
O026651,C01787,2025-03-07 06:17:58,Completed,Credit Card,100.0,69.83,3504.8,1786.66
O026652,C00293,2025-07-27 22:34:13,Completed,Credit Card,0.0,0.0,1160.73,602.37
O026653,C04575,2025-11-01 14:17:21,Completed,Net Banking,300.0,0.0,4924.07,1772.94
O026654,C05867,2025-12-28 01:27:05,Completed,UPI,200.0,51.39,1117.06,404.11
O026655,C04592,2025-11-26 02:10:29,Completed,Net Banking,150.0,0.0,5979.82,3254.01
O026656,C04880,2025-12-19 14:07:21,Completed,Wallet,50.0,0.0,7717.56,3900.39
O026657,C04556,2025-01-31 13:33:58,Completed,UPI,150.0,0.0,2156.38,858.29
O026658,C02630,2025-09-15 07:43:43,Completed,UPI,100.0,61.03,4606.94,2442.62
O026659,C09552,2025-01-31 23:42:20,Completed,Net Banking,100.0,0.0,1543.93,677.72
O026660,C08364,2025-08-06 21:26:19,Completed,Credit Card,300.0,0.0,346.28,0.28
O026661,C03208,2025-12-16 02:32:03,Cancelled,Credit Card,100.0,0.0,2449.26,1047.46
O026662,C00386,2025-05-19 10:05:19,Completed,Wallet,150.0,0.0,4703.39,1910.1
O026663,C08565,2025-03-23 02:31:46,Completed,Debit Card,200.0,0.0,2734.26,1240.74
O026664,C07409,2025-07-07 23:30:01,Completed,Credit Card,100.0,0.0,2817.36,1214.08
O026665,C00802,2025-08-29 19:35:27,Completed,Debit Card,100.0,0.0,5837.41,2557.08
O026666,C06963,2025-10-11 06:51:55,Completed,Net Banking,200.0,59.85,778.27,240.66
O026667,C04515,2025-05-19 07:23:39,Completed,Debit Card,100.0,0.0,607.13,179.94
O026668,C01293,2025-05-21 16:34:48,Completed,Net Banking,100.0,0.0,2311.74,1004.95
O026669,C07240,2025-04-04 03:49:57,Completed,Debit Card,50.0,0.0,8061.61,4303.38
O026670,C03531,2025-10-16 18:37:13,Completed,Debit Card,50.0,0.0,595.76,201.48
O026671,C09090,2025-10-02 05:57:19,Completed,UPI,200.0,90.36,1978.73,1061.66
O026672,C00418,2025-04-12 19:24:27,Completed,UPI,500.0,0.0,6922.08,2822.82
O026673,C09364,2025-07-13 22:10:57,Completed,UPI,0.0,0.0,5367.87,2971.42
