session_id,customer_id,session_date,session_duration,pages_viewed,device,traffic_source
S064761,C09132,2025-05-26 13:22:51,2.02,6,Mobile,Email
S064762,C02237,2025-10-08 13:30:24,6.3,7,Mobile,Referral
S064763,C01010,2025-11-05 18:00:05,9.38,6,Mobile,Organic
S064764,C05147,2025-10-14 11:05:31,7.29,5,Mobile,Paid Ads
S064765,C06322,2025-02-24 20:46:18,3.89,8,Desktop,Organic
S064766,C02190,2025-11-14 02:00:37,6.52,7,Mobile,Social Media
S064767,C07604,2025-03-01 16:40:59,1.98,8,Mobile,Referral
S064768,C04954,2025-11-09 22:16:13,7.73,8,Tablet,Paid Ads
S064769,C06427,2025-08-14 08:52:05,3.27,7,Mobile,Paid Ads
S064770,C00939,2025-03-07 01:58:56,3.24,4,Mobile,Email
S064771,C04629,2025-02-23 22:36:27,6.31,7,Desktop,Social Media
S064772,C01601,2025-02-02 13:46:29,16.83,4,Mobile,Referral
S064773,C09340,2025-09-16 22:09:33,16.72,5,Mobile,Organic
S064774,C03250,2025-08-31 17:26:04,2.46,10,Desktop,Email
S064775,C09832,2025-12-13 12:35:40,4.2,3,Desktop,Paid Ads
S064776,C05010,2025-01-13 10:43:37,1.1,6,Mobile,Referral
S064777,C03517,2025-04-04 10:31:41,11.67,4,Mobile,Social Media
S064778,C00322,2025-11-12 08:59:16,20.52,10,Desktop,Organic
S064779,C08912,2025-04-10 17:14:22,18.89,7,Mobile,Email
S064780,C04201,2025-10-21 23:13:46,1.59,3,Desktop,Paid Ads
S064781,C05221,2025-11-11 21:56:43,9.92,3,Mobile,Referral
S064782,C07815,2025-10-22 20:40:56,6.15,6,Desktop,Paid Ads
S064783,C07578,2025-11-09 08:52:55,3.6,3,Mobile,Referral
S064784,C07962,2025-04-20 15:23:31,14.73,5,Desktop,Social Media
S064785,C07223,2025-03-30 13:29:42,5.52,8,Desktop,Paid Ads
S064786,C04132,2025-02-23 04:58:19,12.32,4,Mobile,Social Media
S064787,C08603,2025-02-11 06:44:15,6.95,3,Desktop,Paid Ads
S064788,C02365,2025-01-10 06:30:21,10.29,8,Desktop,Email
S064789,C07987,2025-01-01 03:41:14,3.14,5,Mobile,Organic
S064790,C02522,2025-09-07 13:51:43,21.04,8,Desktop,Referral
S064791,C02293,2025-08-19 09:02:55,8.79,6,Tablet,Organic
S064792,C06840,2025-01-13 23:51:39,12.72,6,Mobile,Email
S064793,C03739,2025-12-18 10:10:02,3.97,7,Mobile,Paid Ads
S064794,C03131,2025-01-29 14:23:55,6.29,3,Desktop,Paid Ads
S064795,C04202,2025-11-07 23:10:10,6.1,5,Desktop,Organic
S064796,C04834,2025-08-07 01:54:42,7.72,7,Mobile,Paid Ads
S064797,C08565,2025-07-03 07:17:40,6.26,3,Tablet,Email
S064798,C05907,2025-03-05 02:06:28,1.8,6,Mobile,Paid Ads
S064799,C02858,2025-03-24 19:43:50,7.8,5,Mobile,Organic
S064800,C06228,2025-11-23 05:02:31,1.97,7,Mobile,Organic
S064801,C06879,2025-10-02 19:38:22,1.62,6,Mobile,Referral
S064802,C05672,2025-10-30 20:05:05,6.4,4,Tablet,Email
S064803,C05090,2025-12-19 12:44:31,0.46,4,Mobile,Referral
S064804,C01015,2025-12-25 22:31:49,1.57,3,Mobile,Organic
S064805,C08652,2025-07-01 03:35:58,7.76,7,Mobile,Referral
S064806,C03890,2025-08-05 16:15:26,1.73,7,Mobile,Referral
S064807,C03130,2025-07-26 18:50:43,15.37,3,Desktop,Organic
S064808,C01554,2025-05-23 20:35:13,10.68,6,Mobile,Paid Ads
S064809,C07305,2025-02-17 21:12:04,7.53,6,Mobile,Organic
S064810,C07448,2025-03-10 05:44:59,5.94,6,Desktop,Referral
S064811,C04069,2025-08-27 09:28:29,13.41,12,Mobile,Referral
S064812,C05227,2025-10-08 21:42:07,10.42,2,Mobile,Paid Ads
S064813,C03310,2025-11-26 18:06:09,4.34,11,Mobile,Organic
S064814,C03239,2025-02-19 21:20:19,5.23,8,Mobile,Referral
S064815,C01893,2025-03-02 09:12:40,8.52,6,Mobile,Email
S064816,C09464,2025-11-04 04:09:14,13.52,8,Desktop,Referral
S064817,C05589,2025-09-24 07:40:29,3.67,6,Desktop,Organic
S064818,C07730,2025-03-13 05:56:50,8.57,5,Mobile,Organic
S064819,C06705,2025-03-14 23:07:19,5.04,5,Mobile,Social Media
S064820,C07838,2025-12-05 06:44:38,5.59,11,Desktop,Paid Ads
S064821,C07657,2025-04-05 21:19:31,0.3,4,Mobile,Paid Ads
S064822,C09661,2025-05-20 21:22:30,3.14,5,Mobile,Organic
S064823,C00669,2025-04-23 02:27:44,4.53,7,Desktop,Email
S064824,C06817,2025-05-08 10:01:45,15.63,6,Mobile,Paid Ads
S064825,C08426,2025-09-10 05:46:10,4.72,5,Mobile,Social Media
S064826,C00684,2025-03-28 15:28:36,2.54,6,Mobile,Paid Ads
S064827,C06649,2025-12-01 17:19:30,17.8,7,Mobile,Social Media
S064828,C00049,2025-06-02 13:01:07,9.18,4,Desktop,Email
S064829,C04140,2025-09-10 21:21:52,8.89,6,Mobile,Paid Ads
S064830,C09279,2025-08-04 14:16:12,9.58,9,Desktop,Organic
S064831,C04830,2025-09-23 11:07:15,1.59,7,Mobile,Organic
S064832,C03946,2025-06-05 11:36:07,2.08,8,Mobile,Paid Ads
S064833,C01797,2025-04-18 05:20:52,16.86,2,Mobile,Referral
S064834,C01237,2025-03-07 06:20:24,9.42,7,Desktop,Referral
S064835,C02299,2025-10-10 20:08:57,3.15,5,Mobile,Social Media
S064836,C03047,2025-06-07 06:21:03,5.61,5,Mobile,Email
S064837,C04881,2025-01-06 17:41:12,4.19,7,Mobile,Organic
S064838,C04069,2025-04-02 10:50:18,5.41,5,Mobile,Organic
S064839,C04448,2025-08-08 06:45:09,6.68,8,Desktop,Organic
S064840,C06357,2025-05-30 19:04:33,3.58,8,Mobile,Paid Ads
S064841,C05832,2025-09-16 12:24:38,15.58,5,Desktop,Email
S064842,C09462,2025-03-22 18:17:29,4.67,4,Desktop,Email
S064843,C06356,2025-12-30 14:52:42,3.88,4,Mobile,Organic
S064844,C02875,2025-12-11 14:11:05,5.18,6,Mobile,Organic
S064845,C08343,2025-03-14 00:42:40,8.37,5,Mobile,Email
S064846,C00720,2025-09-26 08:38:54,9.16,7,Mobile,Social Media
S064847,C06306,2025-08-06 00:31:07,7.37,8,Tablet,Paid Ads
S064848,C01543,2025-02-03 17:50:47,5.57,6,Desktop,Social Media
S064849,C07711,2025-09-03 08:15:21,5.82,6,Mobile,Organic
S064850,C01440,2025-04-29 22:13:55,7.94,8,Mobile,Organic
S064851,C01683,2025-07-07 22:07:20,2.75,8,Desktop,Paid Ads
S064852,C01473,2025-03-13 09:17:32,11.03,7,Mobile,Paid Ads
S064853,C06887,2025-09-08 19:05:14,4.72,6,Mobile,Organic
S064854,C08072,2025-03-02 21:04:08,6.58,3,Mobile,Referral
S064855,C08898,2025-05-05 15:48:33,1.7,10,Desktop,Paid Ads
S064856,C08241,2025-07-20 20:39:37,15.73,9,Desktop,Email
S064857,C05827,2025-12-02 00:26:53,5.25,9,Desktop,Social Media
S064858,C05980,2025-10-03 18:36:40,2.93,6,Desktop,Organic
S064859,C08480,2025-12-07 14:29:45,5.69,3,Desktop,Paid Ads
S064860,C07486,2025-02-25 18:17:25,11.05,9,Desktop,Organic
S064861,C07147,2025-05-25 16:31:57,19.3,8,Desktop,Organic
S064862,C06894,2025-04-15 20:46:16,6.08,8,Mobile,Social Media
S064863,C07077,2025-08-28 07:22:11,5.91,5,Desktop,Referral
S064864,C08589,2025-10-09 04:26:59,4.29,4,Mobile,Organic
S064865,C07907,2025-05-09 10:33:43,4.09,6,Mobile,Organic
S064866,C04565,2025-08-31 13:41:37,10.49,5,Mobile,Referral
S064867,C07918,2025-10-02 07:17:41,10.43,3,Desktop,Paid Ads
S064868,C00393,2025-11-04 05:27:42,2.01,8,Desktop,Social Media
S064869,C05324,2025-01-24 16:40:13,1.67,7,Mobile,Social Media
S064870,C07142,2025-02-16 19:47:01,5.74,8,Desktop,Social Media
S064871,C09701,2025-05-17 12:26:00,7.51,8,Desktop,Organic
S064872,C04449,2025-08-28 17:58:55,4.59,5,Mobile,Organic
S064873,C01828,2025-02-19 20:56:19,3.72,4,Mobile,Organic
S064874,C04729,2025-09-13 14:23:49,5.82,10,Desktop,Referral
S064875,C02543,2025-04-13 12:47:06,7.77,7,Mobile,Paid Ads
S064876,C01420,2025-08-23 21:03:06,9.92,8,Mobile,Paid Ads
S064877,C08376,2025-03-06 19:25:13,12.86,7,Mobile,Referral
S064878,C09953,2025-07-17 15:28:35,5.6,8,Desktop,Referral
S064879,C00217,2025-02-25 22:14:59,6.48,5,Mobile,Organic
S064880,C01346,2025-08-12 20:13:58,0.3,5,Desktop,Referral
S064881,C05068,2025-08-16 17:12:20,10.96,5,Desktop,Paid Ads
S064882,C06112,2025-10-03 20:14:06,6.29,7,Mobile,Paid Ads
S064883,C01495,2025-10-19 17:33:24,11.22,5,Mobile,Paid Ads
S064884,C08597,2025-01-11 02:51:29,1.54,8,Tablet,Referral
S064885,C08903,2025-10-31 08:35:22,4.52,13,Desktop,Email
S064886,C07876,2025-03-25 21:32:29,4.57,3,Mobile,Organic
S064887,C02921,2025-02-18 14:09:15,3.99,5,Mobile,Paid Ads
S064888,C04815,2025-12-04 22:50:54,4.89,2,Mobile,Referral
S064889,C00269,2025-05-06 05:06:15,4.84,5,Desktop,Organic
S064890,C09025,2025-07-17 05:56:54,2.24,8,Mobile,Paid Ads
S064891,C08570,2025-09-06 04:09:06,1.23,7,Desktop,Organic
S064892,C09041,2025-03-03 12:40:49,8.65,6,Mobile,Referral
S064893,C04201,2025-05-18 04:05:27,10.44,6,Mobile,Organic
S064894,C03924,2025-02-18 20:30:06,14.38,7,Desktop,Referral
S064895,C06399,2025-05-08 13:55:56,8.74,6,Mobile,Email
S064896,C01806,2025-07-14 00:31:53,8.88,6,Desktop,Organic
S064897,C00005,2025-06-27 09:57:40,4.2,5,Mobile,Organic
S064898,C00060,2025-08-11 14:53:02,5.52,6,Tablet,Social Media
S064899,C01314,2025-03-14 14:07:52,22.12,6,Mobile,Referral
S064900,C02819,2025-07-18 06:33:10,4.77,7,Desktop,Organic
S064901,C08043,2025-11-13 20:05:08,8.63,6,Mobile,Referral
S064902,C03538,2025-11-18 08:26:27,4.26,10,Mobile,Social Media
S064903,C00150,2025-07-03 16:23:32,7.86,11,Desktop,Paid Ads
S064904,C09124,2025-11-04 09:37:32,4.01,8,Mobile,Social Media
S064905,C04743,2025-01-22 15:01:14,10.88,8,Mobile,Organic
S064906,C08275,2025-04-28 19:42:49,2.66,9,Desktop,Referral
S064907,C03594,2025-02-11 04:04:58,9.25,8,Mobile,Email
S064908,C08554,2025-04-25 23:31:32,3.37,7,Tablet,Referral
S064909,C04950,2025-07-21 18:57:06,8.07,7,Mobile,Email
S064910,C08778,2025-11-01 04:56:52,13.81,5,Mobile,Social Media
S064911,C01853,2025-09-22 08:24:38,5.06,6,Desktop,Paid Ads
S064912,C02865,2025-05-26 06:27:31,2.48,4,Mobile,Paid Ads
S064913,C00021,2025-09-12 20:42:45,0.93,8,Mobile,Organic
S064914,C07583,2025-02-24 10:05:50,8.81,3,Desktop,Email
S064915,C04926,2025-08-04 18:46:44,8.49,6,Mobile,Referral
S064916,C06118,2025-09-29 11:12:48,9.59,4,Mobile,Referral
S064917,C09541,2025-06-29 02:43:52,0.98,8,Desktop,Paid Ads
S064918,C09427,2025-11-26 07:36:44,3.42,7,Mobile,Referral
S064919,C09381,2025-04-22 23:58:24,13.73,8,Desktop,Organic
S064920,C00443,2025-05-30 16:46:27,6.03,5,Mobile,Organic
S064921,C05162,2025-03-10 06:50:55,2.98,5,Desktop,Email
S064922,C05643,2025-08-25 16:58:53,3.12,6,Mobile,Paid Ads
S064923,C08507,2025-11-02 15:12:47,3.74,3,Mobile,Organic
S064924,C03224,2025-02-03 15:32:16,2.74,6,Mobile,Referral
S064925,C09817,2025-07-27 07:13:10,4.42,6,Mobile,Email
S064926,C01827,2025-11-03 21:04:59,12.23,4,Mobile,Organic
S064927,C06497,2025-01-10 19:52:00,13.68,2,Desktop,Referral
S064928,C09013,2025-03-26 10:22:30,15.34,5,Mobile,Organic
S064929,C07970,2025-10-11 12:18:44,17.46,5,Desktop,Email
S064930,C09528,2025-08-07 08:38:04,7.68,10,Desktop,Organic
S064931,C02093,2025-10-12 23:24:12,21.62,6,Mobile,Email
S064932,C05825,2025-01-11 14:07:42,7.32,9,Mobile,Social Media
S064933,C07685,2025-03-19 10:07:35,5.77,11,Mobile,Referral
S064934,C01405,2025-09-25 13:46:03,8.43,4,Mobile,Referral
S064935,C03605,2025-07-04 00:11:03,13.63,7,Desktop,Organic
S064936,C05199,2025-08-10 19:08:25,6.08,6,Mobile,Organic
S064937,C04572,2025-01-13 23:21:21,35.03,7,Desktop,Referral
S064938,C01083,2025-12-14 16:18:59,15.06,5,Mobile,Referral
S064939,C02357,2025-04-04 11:09:22,26.97,4,Mobile,Organic
S064940,C02349,2025-04-07 02:42:10,3.23,9,Mobile,Social Media
S064941,C00840,2025-03-19 16:04:38,5.61,6,Mobile,Organic
S064942,C06128,2025-08-04 20:18:00,5.8,8,Mobile,Organic
S064943,C04896,2025-01-03 19:32:41,2.04,4,Tablet,Organic
S064944,C01914,2025-02-19 16:14:50,3.03,4,Desktop,Organic
S064945,C01582,2025-10-18 10:47:47,4.69,10,Mobile,Organic
S064946,C07163,2025-07-11 19:19:11,5.76,5,Desktop,Referral
S064947,C04909,2025-01-12 20:16:38,22.05,4,Mobile,Organic
S064948,C00253,2025-01-13 02:38:29,8.23,5,Desktop,Referral
S064949,C06666,2025-09-10 04:20:31,0.35,4,Mobile,Organic
S064950,C08714,2025-03-28 10:10:24,14.13,6,Mobile,Social Media
S064951,C04380,2025-06-22 07:57:24,3.34,4,Tablet,Paid Ads
S064952,C07128,2025-03-15 17:21:40,11.49,7,Tablet,Referral
S064953,C06638,2025-06-09 17:10:41,3.95,6,Tablet,Referral
S064954,C05716,2025-03-18 02:37:08,1.52,9,Mobile,Email
S064955,C08125,2025-11-08 10:29:11,4.17,3,Mobile,Organic
S064956,C01453,2025-02-15 00:27:23,3.97,4,Mobile,Referral
S064957,C00804,2025-08-05 06:39:08,3.93,3,Mobile,Paid Ads
S064958,C02051,2025-03-16 19:44:11,9.25,2,Mobile,Paid Ads
S064959,C00841,2025-09-05 10:25:30,5.63,7,Mobile,Organic
S064960,C07096,2025-05-18 03:49:37,5.23,6,Mobile,Referral
S064961,C02289,2025-12-04 20:13:49,3.42,5,Desktop,Social Media
S064962,C07909,2025-03-17 03:18:50,9.2,6,Mobile,Email
S064963,C00968,2025-05-02 14:55:14,2.05,10,Mobile,Organic
S064964,C01790,2025-04-12 08:39:45,6.14,6,Mobile,Paid Ads
S064965,C01723,2025-01-07 18:31:01,5.27,4,Desktop,Email
S064966,C09468,2025-08-29 20:43:40,11.37,7,Desktop,Social Media
S064967,C01789,2025-04-10 17:35:39,4.25,1,Mobile,Organic
S064968,C03885,2025-07-24 04:50:04,1.79,5,Mobile,Referral
S064969,C08246,2025-09-26 23:35:15,5.52,3,Mobile,Referral
S064970,C01305,2025-10-24 18:06:42,8.93,7,Mobile,Referral
S064971,C02689,2025-08-24 01:49:11,0.84,7,Tablet,Organic
S064972,C05776,2025-03-08 09:02:59,11.16,5,Mobile,Paid Ads
S064973,C04639,2025-02-18 06:44:22,6.73,4,Desktop,Email
S064974,C04898,2025-11-18 23:51:49,7.77,5,Tablet,Organic
S064975,C08061,2025-09-11 12:14:06,8.52,7,Mobile,Organic
S064976,C00493,2025-09-27 10:18:14,6.74,2,Mobile,Email
S064977,C09185,2025-07-29 16:18:35,4.83,3,Mobile,Referral
S064978,C00985,2025-10-29 11:23:49,14.48,7,Mobile,Organic
S064979,C02113,2025-05-29 05:42:26,5.47,3,Mobile,Paid Ads
S064980,C05919,2025-06-29 03:50:35,5.8,9,Mobile,Paid Ads
S064981,C07958,2025-05-25 03:54:10,18.3,4,Tablet,Organic
S064982,C04283,2025-09-15 11:27:58,3.4,8,Mobile,Organic
S064983,C05778,2025-05-25 15:10:20,9.04,7,Desktop,Paid Ads
S064984,C08543,2025-09-09 01:24:28,17.05,4,Desktop,Social Media
S064985,C06264,2025-05-07 20:56:47,13.86,7,Desktop,Organic
S064986,C05328,2025-05-28 15:34:15,1.69,3,Mobile,Social Media
S064987,C05123,2025-06-27 21:25:58,0.56,9,Tablet,Social Media
S064988,C04600,2025-01-28 12:12:15,5.02,9,Desktop,Paid Ads
S064989,C05651,2025-08-03 20:58:50,9.53,8,Mobile,Referral
S064990,C00423,2025-12-16 03:33:05,3.7,7,Mobile,Referral
S064991,C03566,2025-04-09 13:06:34,1.5,2,Mobile,Referral
S064992,C07177,2025-03-07 18:03:59,12.61,4,Tablet,Paid Ads
S064993,C07515,2025-02-22 15:28:20,6.53,4,Mobile,Organic
S064994,C01036,2025-07-29 01:50:20,6.12,8,Mobile,Organic
S064995,C06653,2025-08-02 17:17:54,4.24,5,Mobile,Organic
S064996,C07048,2025-10-26 19:58:52,2.68,4,Mobile,Paid Ads
S064997,C03102,2025-09-06 17:46:46,16.32,8,Mobile,Paid Ads
S064998,C05088,2025-04-03 03:57:59,5.81,4,Tablet,Paid Ads
S064999,C05323,2025-08-21 06:08:41,8.1,6,Desktop,Referral
S065000,C07306,2025-05-27 13:28:57,9.0,6,Desktop,Organic
S065001,C06627,2025-10-18 04:58:13,6.63,5,Desktop,Organic
S065002,C09405,2025-09-19 17:18:11,4.79,7,Mobile,Organic
S065003,C07435,2025-08-26 13:05:17,4.82,5,Desktop,Social Media
S065004,C04233,2025-12-24 07:58:16,3.91,8,Mobile,Paid Ads
S065005,C09453,2025-06-17 17:07:09,8.82,4,Mobile,Paid Ads
S065006,C08630,2025-06-21 10:15:14,17.32,4,Mobile,Organic
S065007,C07880,2025-11-05 10:14:50,19.25,5,Desktop,Paid Ads
S065008,C08700,2025-10-28 03:02:39,2.08,2,Mobile,Organic
S065009,C00316,2025-08-20 10:58:17,5.87,5,Mobile,Email
S065010,C07011,2025-01-22 08:14:57,5.96,8,Desktop,Referral
S065011,C09056,2025-05-18 22:13:02,18.15,5,Desktop,Organic
S065012,C09886,2025-02-04 17:38:08,3.03,5,Desktop,Email
S065013,C04157,2025-05-12 16:03:21,4.53,7,Mobile,Organic
S065014,C05325,2025-04-02 17:48:33,3.91,8,Desktop,Social Media
S065015,C04780,2025-05-10 23:53:32,3.6,7,Mobile,Paid Ads
S065016,C03279,2025-10-08 13:24:02,3.77,8,Mobile,Paid Ads
S065017,C03591,2025-06-18 01:10:57,7.18,7,Mobile,Organic
S065018,C04450,2025-06-15 08:03:48,3.26,6,Desktop,Email
S065019,C01726,2025-11-03 12:56:39,0.84,5,Desktop,Paid Ads
S065020,C04150,2025-11-13 16:54:39,5.4,5,Desktop,Social Media
S065021,C05468,2025-02-05 11:56:35,5.16,3,Desktop,Social Media
S065022,C00216,2025-01-09 17:54:09,2.04,5,Mobile,Organic
S065023,C00217,2025-11-21 05:49:04,13.3,4,Mobile,Organic
S065024,C07168,2025-08-04 04:50:51,5.94,7,Mobile,Paid Ads
S065025,C07407,2025-11-10 14:32:42,5.15,2,Mobile,Referral
S065026,C01536,2025-10-09 11:02:42,2.82,7,Mobile,Email
S065027,C01310,2025-03-02 17:25:11,4.89,8,Mobile,Email
S065028,C08520,2025-02-19 13:42:06,7.56,3,Mobile,Referral
S065029,C06289,2025-12-30 17:38:26,4.31,5,Desktop,Social Media
S065030,C04122,2025-10-12 13:03:03,4.38,4,Mobile,Referral
S065031,C06864,2025-03-27 03:45:11,6.99,7,Mobile,Organic
S065032,C06599,2025-05-18 00:27:34,11.12,10,Mobile,Social Media
S065033,C09617,2025-02-19 13:09:14,13.93,6,Desktop,Paid Ads
S065034,C05297,2025-05-12 12:13:28,2.94,8,Mobile,Referral
S065035,C06372,2025-06-10 01:50:13,12.78,10,Desktop,Paid Ads
S065036,C04036,2025-01-01 07:04:39,6.36,4,Mobile,Social Media
S065037,C02437,2025-05-17 15:41:20,11.48,5,Mobile,Email
S065038,C00615,2025-12-18 21:21:08,1.78,5,Desktop,Referral
S065039,C08799,2025-01-29 01:51:14,4.42,3,Mobile,Organic
S065040,C00352,2025-04-23 23:53:18,3.57,14,Tablet,Organic
S065041,C03442,2025-08-14 12:38:03,7.68,5,Mobile,Paid Ads
S065042,C06622,2025-04-17 03:13:23,4.5,3,Desktop,Organic
S065043,C01070,2025-07-25 21:50:09,4.72,6,Desktop,Organic
S065044,C06957,2025-10-13 21:12:03,18.35,5,Mobile,Social Media
S065045,C06466,2025-01-08 10:58:04,27.73,5,Mobile,Social Media
S065046,C01876,2025-12-08 14:26:32,2.74,8,Desktop,Paid Ads
S065047,C02434,2025-01-06 14:50:54,0.82,6,Desktop,Social Media
S065048,C02387,2025-08-15 20:21:46,6.19,3,Desktop,Referral
S065049,C06077,2025-09-12 16:45:32,13.11,8,Tablet,Organic
S065050,C02548,2025-04-02 02:43:33,4.34,8,Desktop,Email
S065051,C04668,2025-01-19 15:32:03,11.13,6,Mobile,Referral
S065052,C04769,2025-01-10 18:27:35,8.92,10,Desktop,Social Media
S065053,C03059,2025-04-09 16:28:28,20.23,7,Mobile,Organic
S065054,C07735,2025-11-16 15:22:58,2.6,7,Mobile,Paid Ads
S065055,C00003,2025-12-11 23:36:47,6.94,9,Mobile,Social Media
S065056,C06121,2025-06-17 14:42:34,3.54,2,Mobile,Paid Ads
S065057,C07410,2025-06-14 18:11:40,21.57,8,Tablet,Paid Ads
S065058,C05372,2025-08-19 14:55:17,14.24,5,Mobile,Referral
S065059,C05348,2025-03-21 11:14:36,2.93,4,Mobile,Organic
S065060,C00393,2025-01-04 10:50:02,13.39,3,Mobile,Organic
S065061,C01750,2025-07-09 23:37:04,11.79,6,Mobile,Organic
S065062,C00914,2025-10-06 07:13:23,2.9,4,Mobile,Paid Ads
S065063,C01493,2025-05-07 04:47:30,7.21,3,Mobile,Social Media
S065064,C02121,2025-11-28 04:17:48,7.27,4,Mobile,Referral
S065065,C00217,2025-07-18 17:53:55,8.06,3,Mobile,Paid Ads
S065066,C09615,2025-06-03 19:22:27,2.46,4,Mobile,Social Media
S065067,C05648,2025-05-23 10:51:02,16.52,8,Mobile,Referral
S065068,C03139,2025-02-14 04:39:44,8.1,5,Desktop,Social Media
S065069,C02022,2025-03-23 20:34:49,4.59,8,Mobile,Paid Ads
S065070,C01162,2025-06-22 01:27:09,0.31,6,Mobile,Email
S065071,C03711,2025-11-06 22:17:28,5.31,4,Desktop,Paid Ads
S065072,C05110,2025-04-08 13:09:21,8.55,6,Mobile,Social Media
S065073,C04849,2025-08-23 13:37:35,1.56,2,Mobile,Social Media
S065074,C09262,2025-04-14 23:10:31,7.87,6,Tablet,Organic
S065075,C09012,2025-04-21 10:20:52,6.92,2,Mobile,Paid Ads
S065076,C03971,2025-12-01 05:56:33,8.74,5,Desktop,Organic
S065077,C02581,2025-07-23 04:32:13,4.83,7,Mobile,Email
S065078,C04127,2025-09-25 04:03:50,6.25,7,Mobile,Paid Ads
S065079,C09462,2025-07-23 23:34:37,6.71,4,Mobile,Social Media
S065080,C02975,2025-03-06 01:22:49,12.89,5,Desktop,Organic
S065081,C01079,2025-10-03 06:33:01,7.11,5,Desktop,Organic
S065082,C05045,2025-11-11 12:17:37,9.25,4,Mobile,Paid Ads
S065083,C00805,2025-01-12 00:47:15,0.88,7,Mobile,Organic
S065084,C08019,2025-11-26 21:15:45,8.52,3,Desktop,Paid Ads
S065085,C00190,2025-11-12 03:45:13,0.84,9,Mobile,Referral
S065086,C09131,2025-07-10 08:56:10,2.54,7,Desktop,Paid Ads
S065087,C06592,2025-08-20 02:31:10,2.87,5,Mobile,Social Media
S065088,C06153,2025-10-27 09:11:11,19.31,4,Desktop,Email
S065089,C04871,2025-05-22 23:38:54,2.19,4,Mobile,Organic
S065090,C06325,2025-12-29 21:10:13,17.52,8,Mobile,Paid Ads
S065091,C05641,2025-03-27 16:51:05,5.17,2,Mobile,Organic
S065092,C02065,2025-07-11 17:54:21,14.59,3,Tablet,Organic
S065093,C04029,2025-08-31 08:34:04,4.53,8,Desktop,Organic
S065094,C05095,2025-03-24 17:40:28,9.96,8,Desktop,Referral
S065095,C03921,2025-01-18 21:38:20,7.2,7,Desktop,Referral
S065096,C04548,2025-10-13 15:11:27,7.19,5,Mobile,Organic
S065097,C06057,2025-08-05 14:48:27,2.34,6,Mobile,Organic
S065098,C07598,2025-11-04 04:38:18,8.55,10,Mobile,Referral
S065099,C06587,2025-11-24 18:38:55,3.25,4,Desktop,Paid Ads
S065100,C02529,2025-03-27 08:23:40,4.32,7,Desktop,Email
S065101,C02115,2025-04-25 05:50:17,8.96,3,Desktop,Referral
S065102,C06205,2025-10-29 20:36:50,8.38,2,Mobile,Organic
S065103,C07536,2025-11-28 02:01:48,1.45,5,Desktop,Referral
S065104,C05644,2025-05-26 21:41:42,4.24,7,Desktop,Referral
S065105,C01415,2025-11-06 12:17:49,3.54,7,Mobile,Paid Ads
S065106,C06214,2025-01-01 13:37:53,5.55,2,Mobile,Organic
S065107,C06954,2025-10-04 04:43:21,13.07,2,Desktop,Organic
S065108,C04556,2025-10-24 23:21:20,5.2,6,Mobile,Organic
S065109,C06188,2025-10-24 08:26:54,17.12,9,Mobile,Social Media
S065110,C03923,2025-03-17 07:33:33,4.04,6,Mobile,Paid Ads
S065111,C07545,2025-05-20 15:54:06,4.71,12,Desktop,Paid Ads
S065112,C07025,2025-03-24 19:06:48,3.82,5,Mobile,Social Media
S065113,C01766,2025-06-27 13:05:26,1.78,6,Desktop,Organic
S065114,C01688,2025-05-30 19:39:45,5.74,5,Mobile,Paid Ads
S065115,C04562,2025-12-10 00:50:11,9.19,8,Desktop,Paid Ads
S065116,C02992,2025-01-08 20:26:19,7.71,7,Mobile,Email
S065117,C01784,2025-11-18 03:46:45,2.56,7,Mobile,Paid Ads
S065118,C02583,2025-08-25 10:55:49,2.06,5,Mobile,Referral
S065119,C02652,2025-09-18 23:25:13,7.86,4,Mobile,Organic
S065120,C08648,2025-02-21 08:52:23,6.96,3,Desktop,Paid Ads
S065121,C09572,2025-07-19 18:21:36,10.41,3,Desktop,Organic
S065122,C01286,2025-05-14 03:04:05,9.35,4,Mobile,Organic
S065123,C06712,2025-05-30 20:44:06,8.09,10,Desktop,Paid Ads
S065124,C08090,2025-07-18 01:36:21,5.06,7,Mobile,Paid Ads
S065125,C03385,2025-11-29 03:17:15,15.98,7,Mobile,Paid Ads
S065126,C09769,2025-12-22 06:05:28,10.1,5,Tablet,Paid Ads
S065127,C05543,2025-01-08 15:00:19,6.96,4,Mobile,Organic
S065128,C03818,2025-10-16 22:17:07,14.23,7,Mobile,Paid Ads
S065129,C01905,2025-03-21 23:16:20,3.52,6,Desktop,Organic
S065130,C01098,2025-10-20 12:33:49,3.47,7,Mobile,Organic
S065131,C08621,2025-07-15 23:43:05,3.49,7,Mobile,Referral
S065132,C05109,2025-12-06 03:46:56,9.46,5,Mobile,Organic
S065133,C02443,2025-05-05 16:40:44,2.92,6,Mobile,Paid Ads
S065134,C05803,2025-10-01 23:43:45,7.12,5,Mobile,Email
S065135,C05517,2025-11-26 08:04:43,8.94,5,Mobile,Referral
S065136,C00729,2025-10-24 08:29:42,1.92,8,Mobile,Social Media
S065137,C05099,2025-09-25 04:34:25,6.51,4,Mobile,Organic
S065138,C07479,2025-11-25 04:12:31,12.16,4,Mobile,Referral
S065139,C07334,2025-11-11 12:21:04,18.2,5,Mobile,Social Media
S065140,C03316,2025-10-16 04:27:14,22.55,8,Mobile,Organic
